0.14837548, -0.79757804, 0.28708333, -1.4105041, 1.7003465, -3.7550464, 0.4182299, -0.88828874, 0.5609606, 0.059337117, 1.1991959, 0.16402493, -1.3873444, 1.6019691, -0.7782715, -0.05691634, 0.8482332, 0.6179169, -3.0630898, 1.8045977, 1.8467871, -1.5093737, -0.2869995, 0.32577088, -1.0702229, -1.8601186, 0.09848234, -0.42709592, 2.1179426, 1.2736385, 0.021742582, 2.1862154, 0.11132394, -1.1934729, 0.26679227, -0.5227015, -0.5036737, 3.933574, 0.12726596, -0.47660598, 0.33065158, -0.759991, -0.93894494, 0.021151604, 2.1166961, 0.4216787, -1.5215309, -0.31200042, 2.0320992, 0.76224494, -0.14143188, 0.35274157, 0.691842, -2.0158162, -1.8120224, -2.2653465, 2.7563984, 1.4981055, -1.4103117, 1.5020311, -0.068649925, 1.4908531, -0.6584843, 0.31807473
-0.29412293, -0.24876295, -0.24972104, -0.8968468, 0.37708452, -2.8681042, -0.1656428, -0.07141796, -0.2690156, -0.35622388, -0.076770805, 0.4997348, -1.482471, 1.314172, -0.6001116, -0.6658288, 0.3300054, 0.38740003, -1.7202324, 1.1183563, 0.9352374, -1.5520239, -0.31052384, 0.1540492, -0.46318275, -0.7570779, 0.03926769, -0.3183827, 0.9454963, 1.3674141, -0.032908767, 1.4223578, -0.41495818, -0.83730036, 0.004133523, -0.2626862, 0.138899, 2.335498, -0.528844, -0.022776632, -0.1124845, -0.92210346, -1.4014306, 0.012351351, 1.7490788, 0.1635634, -1.1655259, -0.86564475, 1.0506166, 0.5481555, 0.2561224, 0.2573985, 0.79083806, -1.3308163, -0.82267714, -1.7527689, 2.1742308, 1.120305, -0.6419326, 0.6296076, 0.4767469, 0.68712306, -0.16238625, 0.28548333
0.050645508, -0.13687561, -0.14541578, -0.92923355, 1.024245, -3.772621, 0.08440812, 0.027887154, 0.040925596, -0.46217018, 0.55242723, 0.72677845, -1.4509213, 1.6152211, -0.9857892, 0.25423592, 0.72277594, 0.32643893, -2.7104712, 1.8709767, 1.5750582, -2.114041, -0.5346486, -0.2377102, -0.9664279, -1.2887741, 0.4386988, 0.014115253, 1.3225768, 1.5123215, 0.08517596, 2.1300237, -0.31405813, -1.5651463, -0.81573343, -0.54085654, -0.11491048, 2.8110485, -0.07880779, 0.07559511, -0.042156234, -1.4731822, -1.2420315, 0.69340414, 2.306722, 0.3922508, -1.518731, -0.3000347, 1.9393165, 1.1251562, 0.10951894, 0.014799055, 0.38666362, -1.5328115, -1.2016273, -2.1052961, 2.6071115, 0.65820175, -1.0756109, 1.5250671, -0.008464491, 1.3480608, -0.59000695, 0.49740186
-0.32914165, -0.50551337, -0.064433515, -1.2813433, 1.2541196, -4.1336837, -0.22820342, -0.46612176, -0.5203803, -0.6526182, 0.3311407, 0.76042473, -1.8788666, 1.5752214, -0.7010747, -0.5945958, 0.27532184, -0.08011402, -2.7546675, 1.6206025, 1.8234423, -1.6172365, -0.049563494, 0.36220035, -1.1021265, -1.4474995, 0.26732716, -0.5232063, 1.4339283, 1.3885708, -0.114759415, 2.1305983, -0.29441184, -1.419336, 0.30366933, -0.61253566, 0.056353625, 3.5414815, -0.57839334, -0.04396245, 0.041149154, -1.1299009, -1.3957406, 0.2992406, 2.5695696, 0.3163073, -1.7522082, -1.090897, 1.9798771, 0.85543126, -0.026360776, 0.5376585, 0.7741812, -2.003021, -1.356569, -2.1613405, 3.1160948, 1.633552, -1.3484308, 0.55690306, -0.04196904, 0.99867594, -0.038196523, 0.58676255
-0.34318218, 0.3239893, -0.5876427, -1.2620606, 0.77496654, -4.241515, 0.05076313, -0.17986374, -0.6711352, -0.968932, 0.30953467, 1.0328087, -1.6613319, 1.5625963, -0.9317632, -0.2611546, 0.25794545, 0.20907305, -2.9918184, 1.8873533, 1.7909925, -2.0309184, -0.37601703, 0.32236907, -1.2800019, -1.415453, -0.06719199, 0.11641387, 1.3688833, 1.8675561, -0.48664793, 2.300498, -0.15799616, -2.0874758, -0.53972864, -0.5333001, 0.629687, 3.0134068, 0.023268573, -0.5377312, -0.19635756, -1.8850422, -1.4979242, 0.9822363, 2.5897012, 0.46456626, -1.6703954, -0.23472425, 1.87274, 1.398638, 0.00021981122, -0.23611513, 0.6418446, -2.152368, -1.2916886, -2.618012, 2.9762266, 1.150928, -1.3702966, 1.3159605, -0.51689595, 1.6244371, -0.4101757, 0.28363594
-0.54000247, -0.2312162, -0.45354253, -1.860658, 1.255405, -4.413748, -0.26763916, -0.2752769, -0.4866296, -0.696538, 0.11999423, 1.0653713, -1.8859618, 1.9412258, -0.64915484, -0.6695207, 0.0665499, 0.06546526, -2.5013657, 1.6904994, 1.7108501, -1.8405576, -0.33641747, 0.4083672, -0.7168485, -1.4041418, 0.27441925, -0.76126903, 1.3492048, 1.7566136, 0.032611012, 2.1440191, -0.013924185, -1.3250244, 0.25910223, -0.63792914, 0.091327906, 3.5018814, -0.49807584, -0.12790701, -0.12169783, -1.6216547, -1.6028142, -0.10728483, 2.6870863, -0.017084671, -1.6371999, -1.2610137, 1.6926984, 0.7050916, -0.047940847, 0.45714614, 0.8722775, -1.7341259, -1.5424025, -2.6577127, 3.4192007, 1.2463818, -1.4048234, 0.82119036, -0.090111054, 0.87550545, 0.06921742, 0.82045406
-0.23321888, -0.7969608, -0.040325496, -1.9064391, 1.6617348, -3.836858, 0.07091843, -0.48865533, -0.5514839, 0.16474585, 0.2713376, 0.7244881, -1.6656408, 1.7993993, -0.91629404, -0.26872078, 1.0273292, 0.73849297, -3.2181578, 1.5636898, 1.7149937, -1.8367062, 0.012661907, 0.7153028, -0.98515195, -1.7320558, -0.12234375, -0.39416978, 1.6028546, 1.4652135, -0.16722223, 1.9157275, 0.028820287, -1.1269319, 0.2857268, -0.92413384, -0.4567238, 3.7142098, -0.33963034, 0.27194372, 0.20514031, -0.9903045, -1.3238053, -0.19258647, 2.5934784, -0.13259296, -1.6023688, -0.71823907, 1.7415209, 0.90751755, -0.4215069, 0.38360465, 0.64706856, -1.9658142, -1.4025228, -2.4603772, 3.5922792, 1.1690996, -1.4827107, 0.81947213, 0.19652572, 0.85242903, -0.38326958, 0.66234094
0.14837548, -0.79757804, 0.28708333, -1.4105041, 1.7003465, -3.7550464, 0.4182299, -0.88828874, 0.5609606, 0.059337117, 1.1991959, 0.16402493, -1.3873444, 1.6019691, -0.7782715, -0.05691634, 0.8482332, 0.6179169, -3.0630898, 1.8045977, 1.8467871, -1.5093737, -0.2869995, 0.32577088, -1.0702229, -1.8601186, 0.09848234, -0.42709592, 2.1179426, 1.2736385, 0.021742582, 2.1862154, 0.11132394, -1.1934729, 0.26679227, -0.5227015, -0.5036737, 3.933574, 0.12726596, -0.47660598, 0.33065158, -0.759991, -0.93894494, 0.021151604, 2.1166961, 0.4216787, -1.5215309, -0.31200042, 2.0320992, 0.76224494, -0.14143188, 0.35274157, 0.691842, -2.0158162, -1.8120224, -2.2653465, 2.7563984, 1.4981055, -1.4103117, 1.5020311, -0.068649925, 1.4908531, -0.6584843, 0.31807473
-0.29412293, -0.24876295, -0.24972104, -0.8968468, 0.37708452, -2.8681042, -0.1656428, -0.07141796, -0.2690156, -0.35622388, -0.076770805, 0.4997348, -1.482471, 1.314172, -0.6001116, -0.6658288, 0.3300054, 0.38740003, -1.7202324, 1.1183563, 0.9352374, -1.5520239, -0.31052384, 0.1540492, -0.46318275, -0.7570779, 0.03926769, -0.3183827, 0.9454963, 1.3674141, -0.032908767, 1.4223578, -0.41495818, -0.83730036, 0.004133523, -0.2626862, 0.138899, 2.335498, -0.528844, -0.022776632, -0.1124845, -0.92210346, -1.4014306, 0.012351351, 1.7490788, 0.1635634, -1.1655259, -0.86564475, 1.0506166, 0.5481555, 0.2561224, 0.2573985, 0.79083806, -1.3308163, -0.82267714, -1.7527689, 2.1742308, 1.120305, -0.6419326, 0.6296076, 0.4767469, 0.68712306, -0.16238625, 0.28548333
0.050645508, -0.13687561, -0.14541578, -0.92923355, 1.024245, -3.772621, 0.08440812, 0.027887154, 0.040925596, -0.46217018, 0.55242723, 0.72677845, -1.4509213, 1.6152211, -0.9857892, 0.25423592, 0.72277594, 0.32643893, -2.7104712, 1.8709767, 1.5750582, -2.114041, -0.5346486, -0.2377102, -0.9664279, -1.2887741, 0.4386988, 0.014115253, 1.3225768, 1.5123215, 0.08517596, 2.1300237, -0.31405813, -1.5651463, -0.81573343, -0.54085654, -0.11491048, 2.8110485, -0.07880779, 0.07559511, -0.042156234, -1.4731822, -1.2420315, 0.69340414, 2.306722, 0.3922508, -1.518731, -0.3000347, 1.9393165, 1.1251562, 0.10951894, 0.014799055, 0.38666362, -1.5328115, -1.2016273, -2.1052961, 2.6071115, 0.65820175, -1.0756109, 1.5250671, -0.008464491, 1.3480608, -0.59000695, 0.49740186
-0.32914165, -0.50551337, -0.064433515, -1.2813433, 1.2541196, -4.1336837, -0.22820342, -0.46612176, -0.5203803, -0.6526182, 0.3311407, 0.76042473, -1.8788666, 1.5752214, -0.7010747, -0.5945958, 0.27532184, -0.08011402, -2.7546675, 1.6206025, 1.8234423, -1.6172365, -0.049563494, 0.36220035, -1.1021265, -1.4474995, 0.26732716, -0.5232063, 1.4339283, 1.3885708, -0.114759415, 2.1305983, -0.29441184, -1.419336, 0.30366933, -0.61253566, 0.056353625, 3.5414815, -0.57839334, -0.04396245, 0.041149154, -1.1299009, -1.3957406, 0.2992406, 2.5695696, 0.3163073, -1.7522082, -1.090897, 1.9798771, 0.85543126, -0.026360776, 0.5376585, 0.7741812, -2.003021, -1.356569, -2.1613405, 3.1160948, 1.633552, -1.3484308, 0.55690306, -0.04196904, 0.99867594, -0.038196523, 0.58676255
-0.34318218, 0.3239893, -0.5876427, -1.2620606, 0.77496654, -4.241515, 0.05076313, -0.17986374, -0.6711352, -0.968932, 0.30953467, 1.0328087, -1.6613319, 1.5625963, -0.9317632, -0.2611546, 0.25794545, 0.20907305, -2.9918184, 1.8873533, 1.7909925, -2.0309184, -0.37601703, 0.32236907, -1.2800019, -1.415453, -0.06719199, 0.11641387, 1.3688833, 1.8675561, -0.48664793, 2.300498, -0.15799616, -2.0874758, -0.53972864, -0.5333001, 0.629687, 3.0134068, 0.023268573, -0.5377312, -0.19635756, -1.8850422, -1.4979242, 0.9822363, 2.5897012, 0.46456626, -1.6703954, -0.23472425, 1.87274, 1.398638, 0.00021981122, -0.23611513, 0.6418446, -2.152368, -1.2916886, -2.618012, 2.9762266, 1.150928, -1.3702966, 1.3159605, -0.51689595, 1.6244371, -0.4101757, 0.28363594
-0.54000247, -0.2312162, -0.45354253, -1.860658, 1.255405, -4.413748, -0.26763916, -0.2752769, -0.4866296, -0.696538, 0.11999423, 1.0653713, -1.8859618, 1.9412258, -0.64915484, -0.6695207, 0.0665499, 0.06546526, -2.5013657, 1.6904994, 1.7108501, -1.8405576, -0.33641747, 0.4083672, -0.7168485, -1.4041418, 0.27441925, -0.76126903, 1.3492048, 1.7566136, 0.032611012, 2.1440191, -0.013924185, -1.3250244, 0.25910223, -0.63792914, 0.091327906, 3.5018814, -0.49807584, -0.12790701, -0.12169783, -1.6216547, -1.6028142, -0.10728483, 2.6870863, -0.017084671, -1.6371999, -1.2610137, 1.6926984, 0.7050916, -0.047940847, 0.45714614, 0.8722775, -1.7341259, -1.5424025, -2.6577127, 3.4192007, 1.2463818, -1.4048234, 0.82119036, -0.090111054, 0.87550545, 0.06921742, 0.82045406
-0.23321888, -0.7969608, -0.040325496, -1.9064391, 1.6617348, -3.836858, 0.07091843, -0.48865533, -0.5514839, 0.16474585, 0.2713376, 0.7244881, -1.6656408, 1.7993993, -0.91629404, -0.26872078, 1.0273292, 0.73849297, -3.2181578, 1.5636898, 1.7149937, -1.8367062, 0.012661907, 0.7153028, -0.98515195, -1.7320558, -0.12234375, -0.39416978, 1.6028546, 1.4652135, -0.16722223, 1.9157275, 0.028820287, -1.1269319, 0.2857268, -0.92413384, -0.4567238, 3.7142098, -0.33963034, 0.27194372, 0.20514031, -0.9903045, -1.3238053, -0.19258647, 2.5934784, -0.13259296, -1.6023688, -0.71823907, 1.7415209, 0.90751755, -0.4215069, 0.38360465, 0.64706856, -1.9658142, -1.4025228, -2.4603772, 3.5922792, 1.1690996, -1.4827107, 0.81947213, 0.19652572, 0.85242903, -0.38326958, 0.66234094
0.14837548, -0.79757804, 0.28708333, -1.4105041, 1.7003465, -3.7550464, 0.4182299, -0.88828874, 0.5609606, 0.059337117, 1.1991959, 0.16402493, -1.3873444, 1.6019691, -0.7782715, -0.05691634, 0.8482332, 0.6179169, -3.0630898, 1.8045977, 1.8467871, -1.5093737, -0.2869995, 0.32577088, -1.0702229, -1.8601186, 0.09848234, -0.42709592, 2.1179426, 1.2736385, 0.021742582, 2.1862154, 0.11132394, -1.1934729, 0.26679227, -0.5227015, -0.5036737, 3.933574, 0.12726596, -0.47660598, 0.33065158, -0.759991, -0.93894494, 0.021151604, 2.1166961, 0.4216787, -1.5215309, -0.31200042, 2.0320992, 0.76224494, -0.14143188, 0.35274157, 0.691842, -2.0158162, -1.8120224, -2.2653465, 2.7563984, 1.4981055, -1.4103117, 1.5020311, -0.068649925, 1.4908531, -0.6584843, 0.31807473
-0.29412293, -0.24876295, -0.24972104, -0.8968468, 0.37708452, -2.8681042, -0.1656428, -0.07141796, -0.2690156, -0.35622388, -0.076770805, 0.4997348, -1.482471, 1.314172, -0.6001116, -0.6658288, 0.3300054, 0.38740003, -1.7202324, 1.1183563, 0.9352374, -1.5520239, -0.31052384, 0.1540492, -0.46318275, -0.7570779, 0.03926769, -0.3183827, 0.9454963, 1.3674141, -0.032908767, 1.4223578, -0.41495818, -0.83730036, 0.004133523, -0.2626862, 0.138899, 2.335498, -0.528844, -0.022776632, -0.1124845, -0.92210346, -1.4014306, 0.012351351, 1.7490788, 0.1635634, -1.1655259, -0.86564475, 1.0506166, 0.5481555, 0.2561224, 0.2573985, 0.79083806, -1.3308163, -0.82267714, -1.7527689, 2.1742308, 1.120305, -0.6419326, 0.6296076, 0.4767469, 0.68712306, -0.16238625, 0.28548333
0.050645508, -0.13687561, -0.14541578, -0.92923355, 1.024245, -3.772621, 0.08440812, 0.027887154, 0.040925596, -0.46217018, 0.55242723, 0.72677845, -1.4509213, 1.6152211, -0.9857892, 0.25423592, 0.72277594, 0.32643893, -2.7104712, 1.8709767, 1.5750582, -2.114041, -0.5346486, -0.2377102, -0.9664279, -1.2887741, 0.4386988, 0.014115253, 1.3225768, 1.5123215, 0.08517596, 2.1300237, -0.31405813, -1.5651463, -0.81573343, -0.54085654, -0.11491048, 2.8110485, -0.07880779, 0.07559511, -0.042156234, -1.4731822, -1.2420315, 0.69340414, 2.306722, 0.3922508, -1.518731, -0.3000347, 1.9393165, 1.1251562, 0.10951894, 0.014799055, 0.38666362, -1.5328115, -1.2016273, -2.1052961, 2.6071115, 0.65820175, -1.0756109, 1.5250671, -0.008464491, 1.3480608, -0.59000695, 0.49740186
-0.32914165, -0.50551337, -0.064433515, -1.2813433, 1.2541196, -4.1336837, -0.22820342, -0.46612176, -0.5203803, -0.6526182, 0.3311407, 0.76042473, -1.8788666, 1.5752214, -0.7010747, -0.5945958, 0.27532184, -0.08011402, -2.7546675, 1.6206025, 1.8234423, -1.6172365, -0.049563494, 0.36220035, -1.1021265, -1.4474995, 0.26732716, -0.5232063, 1.4339283, 1.3885708, -0.114759415, 2.1305983, -0.29441184, -1.419336, 0.30366933, -0.61253566, 0.056353625, 3.5414815, -0.57839334, -0.04396245, 0.041149154, -1.1299009, -1.3957406, 0.2992406, 2.5695696, 0.3163073, -1.7522082, -1.090897, 1.9798771, 0.85543126, -0.026360776, 0.5376585, 0.7741812, -2.003021, -1.356569, -2.1613405, 3.1160948, 1.633552, -1.3484308, 0.55690306, -0.04196904, 0.99867594, -0.038196523, 0.58676255
-0.34318218, 0.3239893, -0.5876427, -1.2620606, 0.77496654, -4.241515, 0.05076313, -0.17986374, -0.6711352, -0.968932, 0.30953467, 1.0328087, -1.6613319, 1.5625963, -0.9317632, -0.2611546, 0.25794545, 0.20907305, -2.9918184, 1.8873533, 1.7909925, -2.0309184, -0.37601703, 0.32236907, -1.2800019, -1.415453, -0.06719199, 0.11641387, 1.3688833, 1.8675561, -0.48664793, 2.300498, -0.15799616, -2.0874758, -0.53972864, -0.5333001, 0.629687, 3.0134068, 0.023268573, -0.5377312, -0.19635756, -1.8850422, -1.4979242, 0.9822363, 2.5897012, 0.46456626, -1.6703954, -0.23472425, 1.87274, 1.398638, 0.00021981122, -0.23611513, 0.6418446, -2.152368, -1.2916886, -2.618012, 2.9762266, 1.150928, -1.3702966, 1.3159605, -0.51689595, 1.6244371, -0.4101757, 0.28363594
-0.54000247, -0.2312162, -0.45354253, -1.860658, 1.255405, -4.413748, -0.26763916, -0.2752769, -0.4866296, -0.696538, 0.11999423, 1.0653713, -1.8859618, 1.9412258, -0.64915484, -0.6695207, 0.0665499, 0.06546526, -2.5013657, 1.6904994, 1.7108501, -1.8405576, -0.33641747, 0.4083672, -0.7168485, -1.4041418, 0.27441925, -0.76126903, 1.3492048, 1.7566136, 0.032611012, 2.1440191, -0.013924185, -1.3250244, 0.25910223, -0.63792914, 0.091327906, 3.5018814, -0.49807584, -0.12790701, -0.12169783, -1.6216547, -1.6028142, -0.10728483, 2.6870863, -0.017084671, -1.6371999, -1.2610137, 1.6926984, 0.7050916, -0.047940847, 0.45714614, 0.8722775, -1.7341259, -1.5424025, -2.6577127, 3.4192007, 1.2463818, -1.4048234, 0.82119036, -0.090111054, 0.87550545, 0.06921742, 0.82045406
-0.23321888, -0.7969608, -0.040325496, -1.9064391, 1.6617348, -3.836858, 0.07091843, -0.48865533, -0.5514839, 0.16474585, 0.2713376, 0.7244881, -1.6656408, 1.7993993, -0.91629404, -0.26872078, 1.0273292, 0.73849297, -3.2181578, 1.5636898, 1.7149937, -1.8367062, 0.012661907, 0.7153028, -0.98515195, -1.7320558, -0.12234375, -0.39416978, 1.6028546, 1.4652135, -0.16722223, 1.9157275, 0.028820287, -1.1269319, 0.2857268, -0.92413384, -0.4567238, 3.7142098, -0.33963034, 0.27194372, 0.20514031, -0.9903045, -1.3238053, -0.19258647, 2.5934784, -0.13259296, -1.6023688, -0.71823907, 1.7415209, 0.90751755, -0.4215069, 0.38360465, 0.64706856, -1.9658142, -1.4025228, -2.4603772, 3.5922792, 1.1690996, -1.4827107, 0.81947213, 0.19652572, 0.85242903, -0.38326958, 0.66234094
0.14837548, -0.79757804, 0.28708333, -1.4105041, 1.7003465, -3.7550464, 0.4182299, -0.88828874, 0.5609606, 0.059337117, 1.1991959, 0.16402493, -1.3873444, 1.6019691, -0.7782715, -0.05691634, 0.8482332, 0.6179169, -3.0630898, 1.8045977, 1.8467871, -1.5093737, -0.2869995, 0.32577088, -1.0702229, -1.8601186, 0.09848234, -0.42709592, 2.1179426, 1.2736385, 0.021742582, 2.1862154, 0.11132394, -1.1934729, 0.26679227, -0.5227015, -0.5036737, 3.933574, 0.12726596, -0.47660598, 0.33065158, -0.759991, -0.93894494, 0.021151604, 2.1166961, 0.4216787, -1.5215309, -0.31200042, 2.0320992, 0.76224494, -0.14143188, 0.35274157, 0.691842, -2.0158162, -1.8120224, -2.2653465, 2.7563984, 1.4981055, -1.4103117, 1.5020311, -0.068649925, 1.4908531, -0.6584843, 0.31807473
-0.29412293, -0.24876295, -0.24972104, -0.8968468, 0.37708452, -2.8681042, -0.1656428, -0.07141796, -0.2690156, -0.35622388, -0.076770805, 0.4997348, -1.482471, 1.314172, -0.6001116, -0.6658288, 0.3300054, 0.38740003, -1.7202324, 1.1183563, 0.9352374, -1.5520239, -0.31052384, 0.1540492, -0.46318275, -0.7570779, 0.03926769, -0.3183827, 0.9454963, 1.3674141, -0.032908767, 1.4223578, -0.41495818, -0.83730036, 0.004133523, -0.2626862, 0.138899, 2.335498, -0.528844, -0.022776632, -0.1124845, -0.92210346, -1.4014306, 0.012351351, 1.7490788, 0.1635634, -1.1655259, -0.86564475, 1.0506166, 0.5481555, 0.2561224, 0.2573985, 0.79083806, -1.3308163, -0.82267714, -1.7527689, 2.1742308, 1.120305, -0.6419326, 0.6296076, 0.4767469, 0.68712306, -0.16238625, 0.28548333
0.050645508, -0.13687561, -0.14541578, -0.92923355, 1.024245, -3.772621, 0.08440812, 0.027887154, 0.040925596, -0.46217018, 0.55242723, 0.72677845, -1.4509213, 1.6152211, -0.9857892, 0.25423592, 0.72277594, 0.32643893, -2.7104712, 1.8709767, 1.5750582, -2.114041, -0.5346486, -0.2377102, -0.9664279, -1.2887741, 0.4386988, 0.014115253, 1.3225768, 1.5123215, 0.08517596, 2.1300237, -0.31405813, -1.5651463, -0.81573343, -0.54085654, -0.11491048, 2.8110485, -0.07880779, 0.07559511, -0.042156234, -1.4731822, -1.2420315, 0.69340414, 2.306722, 0.3922508, -1.518731, -0.3000347, 1.9393165, 1.1251562, 0.10951894, 0.014799055, 0.38666362, -1.5328115, -1.2016273, -2.1052961, 2.6071115, 0.65820175, -1.0756109, 1.5250671, -0.008464491, 1.3480608, -0.59000695, 0.49740186
-0.32914165, -0.50551337, -0.064433515, -1.2813433, 1.2541196, -4.1336837, -0.22820342, -0.46612176, -0.5203803, -0.6526182, 0.3311407, 0.76042473, -1.8788666, 1.5752214, -0.7010747, -0.5945958, 0.27532184, -0.08011402, -2.7546675, 1.6206025, 1.8234423, -1.6172365, -0.049563494, 0.36220035, -1.1021265, -1.4474995, 0.26732716, -0.5232063, 1.4339283, 1.3885708, -0.114759415, 2.1305983, -0.29441184, -1.419336, 0.30366933, -0.61253566, 0.056353625, 3.5414815, -0.57839334, -0.04396245, 0.041149154, -1.1299009, -1.3957406, 0.2992406, 2.5695696, 0.3163073, -1.7522082, -1.090897, 1.9798771, 0.85543126, -0.026360776, 0.5376585, 0.7741812, -2.003021, -1.356569, -2.1613405, 3.1160948, 1.633552, -1.3484308, 0.55690306, -0.04196904, 0.99867594, -0.038196523, 0.58676255
-0.34318218, 0.3239893, -0.5876427, -1.2620606, 0.77496654, -4.241515, 0.05076313, -0.17986374, -0.6711352, -0.968932, 0.30953467, 1.0328087, -1.6613319, 1.5625963, -0.9317632, -0.2611546, 0.25794545, 0.20907305, -2.9918184, 1.8873533, 1.7909925, -2.0309184, -0.37601703, 0.32236907, -1.2800019, -1.415453, -0.06719199, 0.11641387, 1.3688833, 1.8675561, -0.48664793, 2.300498, -0.15799616, -2.0874758, -0.53972864, -0.5333001, 0.629687, 3.0134068, 0.023268573, -0.5377312, -0.19635756, -1.8850422, -1.4979242, 0.9822363, 2.5897012, 0.46456626, -1.6703954, -0.23472425, 1.87274, 1.398638, 0.00021981122, -0.23611513, 0.6418446, -2.152368, -1.2916886, -2.618012, 2.9762266, 1.150928, -1.3702966, 1.3159605, -0.51689595, 1.6244371, -0.4101757, 0.28363594
-0.54000247, -0.2312162, -0.45354253, -1.860658, 1.255405, -4.413748, -0.26763916, -0.2752769, -0.4866296, -0.696538, 0.11999423, 1.0653713, -1.8859618, 1.9412258, -0.64915484, -0.6695207, 0.0665499, 0.06546526, -2.5013657, 1.6904994, 1.7108501, -1.8405576, -0.33641747, 0.4083672, -0.7168485, -1.4041418, 0.27441925, -0.76126903, 1.3492048, 1.7566136, 0.032611012, 2.1440191, -0.013924185, -1.3250244, 0.25910223, -0.63792914, 0.091327906, 3.5018814, -0.49807584, -0.12790701, -0.12169783, -1.6216547, -1.6028142, -0.10728483, 2.6870863, -0.017084671, -1.6371999, -1.2610137, 1.6926984, 0.7050916, -0.047940847, 0.45714614, 0.8722775, -1.7341259, -1.5424025, -2.6577127, 3.4192007, 1.2463818, -1.4048234, 0.82119036, -0.090111054, 0.87550545, 0.06921742, 0.82045406
-0.23321888, -0.7969608, -0.040325496, -1.9064391, 1.6617348, -3.836858, 0.07091843, -0.48865533, -0.5514839, 0.16474585, 0.2713376, 0.7244881, -1.6656408, 1.7993993, -0.91629404, -0.26872078, 1.0273292, 0.73849297, -3.2181578, 1.5636898, 1.7149937, -1.8367062, 0.012661907, 0.7153028, -0.98515195, -1.7320558, -0.12234375, -0.39416978, 1.6028546, 1.4652135, -0.16722223, 1.9157275, 0.028820287, -1.1269319, 0.2857268, -0.92413384, -0.4567238, 3.7142098, -0.33963034, 0.27194372, 0.20514031, -0.9903045, -1.3238053, -0.19258647, 2.5934784, -0.13259296, -1.6023688, -0.71823907, 1.7415209, 0.90751755, -0.4215069, 0.38360465, 0.64706856, -1.9658142, -1.4025228, -2.4603772, 3.5922792, 1.1690996, -1.4827107, 0.81947213, 0.19652572, 0.85242903, -0.38326958, 0.66234094
0.14837548, -0.79757804, 0.28708333, -1.4105041, 1.7003465, -3.7550464, 0.4182299, -0.88828874, 0.5609606, 0.059337117, 1.1991959, 0.16402493, -1.3873444, 1.6019691, -0.7782715, -0.05691634, 0.8482332, 0.6179169, -3.0630898, 1.8045977, 1.8467871, -1.5093737, -0.2869995, 0.32577088, -1.0702229, -1.8601186, 0.09848234, -0.42709592, 2.1179426, 1.2736385, 0.021742582, 2.1862154, 0.11132394, -1.1934729, 0.26679227, -0.5227015, -0.5036737, 3.933574, 0.12726596, -0.47660598, 0.33065158, -0.759991, -0.93894494, 0.021151604, 2.1166961, 0.4216787, -1.5215309, -0.31200042, 2.0320992, 0.76224494, -0.14143188, 0.35274157, 0.691842, -2.0158162, -1.8120224, -2.2653465, 2.7563984, 1.4981055, -1.4103117, 1.5020311, -0.068649925, 1.4908531, -0.6584843, 0.31807473
-0.29412293, -0.24876295, -0.24972104, -0.8968468, 0.37708452, -2.8681042, -0.1656428, -0.07141796, -0.2690156, -0.35622388, -0.076770805, 0.4997348, -1.482471, 1.314172, -0.6001116, -0.6658288, 0.3300054, 0.38740003, -1.7202324, 1.1183563, 0.9352374, -1.5520239, -0.31052384, 0.1540492, -0.46318275, -0.7570779, 0.03926769, -0.3183827, 0.9454963, 1.3674141, -0.032908767, 1.4223578, -0.41495818, -0.83730036, 0.004133523, -0.2626862, 0.138899, 2.335498, -0.528844, -0.022776632, -0.1124845, -0.92210346, -1.4014306, 0.012351351, 1.7490788, 0.1635634, -1.1655259, -0.86564475, 1.0506166, 0.5481555, 0.2561224, 0.2573985, 0.79083806, -1.3308163, -0.82267714, -1.7527689, 2.1742308, 1.120305, -0.6419326, 0.6296076, 0.4767469, 0.68712306, -0.16238625, 0.28548333
0.050645508, -0.13687561, -0.14541578, -0.92923355, 1.024245, -3.772621, 0.08440812, 0.027887154, 0.040925596, -0.46217018, 0.55242723, 0.72677845, -1.4509213, 1.6152211, -0.9857892, 0.25423592, 0.72277594, 0.32643893, -2.7104712, 1.8709767, 1.5750582, -2.114041, -0.5346486, -0.2377102, -0.9664279, -1.2887741, 0.4386988, 0.014115253, 1.3225768, 1.5123215, 0.08517596, 2.1300237, -0.31405813, -1.5651463, -0.81573343, -0.54085654, -0.11491048, 2.8110485, -0.07880779, 0.07559511, -0.042156234, -1.4731822, -1.2420315, 0.69340414, 2.306722, 0.3922508, -1.518731, -0.3000347, 1.9393165, 1.1251562, 0.10951894, 0.014799055, 0.38666362, -1.5328115, -1.2016273, -2.1052961, 2.6071115, 0.65820175, -1.0756109, 1.5250671, -0.008464491, 1.3480608, -0.59000695, 0.49740186
